ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-13,56223691.0499952,44190988.32670466,63287664.2770803,56223691.0499952,56223691.0499952,-2481450.9701463752,-2481450.9701463752,-2481450.9701463752,-859143.5992344817,-859143.5992344817,-859143.5992344817,-1622307.3709118937,-1622307.3709118937,-1622307.3709118937,0.0,0.0,0.0,53742240.079848826
2024-02-14,56222378.15149024,46421857.39973622,64544095.63097437,56222378.15149024,56222378.15149024,-1024392.6992892539,-1024392.6992892539,-1024392.6992892539,572021.3035158018,572021.3035158018,572021.3035158018,-1596414.0028050556,-1596414.0028050556,-1596414.0028050556,0.0,0.0,0.0,55197985.45220099
2024-02-15,56221065.252985284,46378263.04704763,64436204.693340376,56221065.252985284,56221065.252985284,-1096826.7287812172,-1096826.7287812172,-1096826.7287812172,423331.83240388625,423331.83240388625,423331.83240388625,-1520158.5611851036,-1520158.5611851036,-1520158.5611851036,0.0,0.0,0.0,55124238.52420407
2024-02-16,56219752.35448032,46470119.16602831,64395221.445059806,56219752.35448032,56219752.35448032,-729468.744143671,-729468.744143671,-729468.744143671,666336.9238913567,666336.9238913567,666336.9238913567,-1395805.6680350276,-1395805.6680350276,-1395805.6680350276,0.0,0.0,0.0,55490283.61033665
2024-02-17,56218439.45597536,46460451.00916635,64563583.52707237,56218439.45597536,56218439.45597536,-969219.6066933037,-969219.6066933037,-969219.6066933037,257615.59947222949,257615.59947222949,257615.59947222949,-1226835.206165533,-1226835.206165533,-1226835.206165533,0.0,0.0,0.0,55249219.849282056
2024-02-18,56217126.5574704,45950471.304789886,64263980.432421304,56217126.5574704,56217126.5574704,-991506.2525214705,-991506.2525214705,-991506.2525214705,26329.720471207478,26329.720471207478,26329.720471207478,-1017835.9729926779,-1017835.9729926779,-1017835.9729926779,0.0,0.0,0.0,55225620.30494893
2024-02-19,56215813.658965446,45385693.821840435,62833920.00529353,56215813.658965446,56215813.658965446,-1860862.7876810997,-1860862.7876810997,-1860862.7876810997,-1086491.7805187625,-1086491.7805187625,-1086491.7805187625,-774371.0071623371,-774371.0071623371,-774371.0071623371,0.0,0.0,0.0,54354950.87128434
2024-02-20,56214500.76046049,45640909.320286945,64561892.43168068,56214500.76046049,56214500.76046049,-1361962.1209492432,-1361962.1209492432,-1361962.1209492432,-859143.5992383611,-859143.5992383611,-859143.5992383611,-502818.5217108819,-502818.5217108819,-502818.5217108819,0.0,0.0,0.0,54852538.63951124
2024-02-21,56213187.86195553,47276540.8002837,65879742.42959546,56213187.86195553,56213187.86195553,361828.29365345114,361828.29365345114,361828.29365345114,572021.3035155042,572021.3035155042,572021.3035155042,-210193.0098620531,-210193.0098620531,-210193.0098620531,0.0,0.0,0.0,56575016.15560898
2024-02-22,56211874.96345057,46747766.75965338,66646336.36906451,56211874.96345057,56211874.96345057,519380.24149563914,519380.24149563914,519380.24149563914,423331.8324041259,423331.8324041259,423331.8324041259,96048.40909151324,96048.40909151324,96048.40909151324,0.0,0.0,0.0,56731255.20494621
2024-02-23,56210562.064945616,48789803.211598136,66062705.47490237,56210562.064945616,56210562.064945616,1074545.9029468335,1074545.9029468335,1074545.9029468335,666336.9238909689,666336.9238909689,666336.9238909689,408208.9790558647,408208.9790558647,408208.9790558647,0.0,0.0,0.0,57285107.96789245
2024-02-24,56209249.16644066,48249705.44818599,66732589.722358055,56209249.16644066,56209249.16644066,976174.6020338582,976174.6020338582,976174.6020338582,257615.59947240722,257615.59947240722,257615.59947240722,718559.002561451,718559.002561451,718559.002561451,0.0,0.0,0.0,57185423.76847452
2024-02-25,56207936.26793569,47410091.15008912,66293621.00654097,56207936.26793569,56207936.26793569,1045870.2872300213,1045870.2872300213,1045870.2872300213,26329.720474255922,26329.720474255922,26329.720474255922,1019540.5667557654,1019540.5667557654,1019540.5667557654,0.0,0.0,0.0,57253806.555165716
2024-02-26,56206623.38074287,47291130.96277632,65306941.681348525,56206623.38074287,56206623.38074287,217472.95505154144,217472.95505154144,217472.95505154144,-1086491.780518751,-1086491.780518751,-1086491.780518751,1303964.7355702922,1303964.7355702922,1303964.7355702922,0.0,0.0,0.0,56424096.33579441
2024-02-27,56205310.49355005,47309069.270724505,66505912.24422728,56205310.49355005,56205310.49355005,706052.3092286926,706052.3092286926,706052.3092286926,-859143.5992362886,-859143.5992362886,-859143.5992362886,1565195.908464981,1565195.908464981,1565195.908464981,0.0,0.0,0.0,56911362.80277874
2024-02-28,56203997.60635723,49350913.907438286,68018835.833325,56203997.60635723,56203997.60635723,2369339.759464939,2369339.759464939,2369339.759464939,572021.3035140883,572021.3035140883,572021.3035140883,1797318.4559508506,1797318.4559508506,1797318.4559508506,0.0,0.0,0.0,58573337.36582217
2024-02-29,56202684.71916441,48607840.37880445,67880158.4353742,56202684.71916441,56202684.71916441,2418613.116719219,2418613.116719219,2418613.116719219,423331.8324038402,423331.8324038402,423331.8324038402,1995281.2843153786,1995281.2843153786,1995281.2843153786,0.0,0.0,0.0,58621297.835883625
2024-03-01,56201371.831971586,49402394.64744312,68498512.54423644,56201371.831971586,56201371.831971586,2821353.5643563024,2821353.5643563024,2821353.5643563024,666336.9238911347,666336.9238911347,666336.9238911347,2155016.640465168,2155016.640465168,2155016.640465168,0.0,0.0,0.0,59022725.39632789
2024-03-02,56200058.94477876,49370481.71350716,67909650.29453321,56200058.94477876,56200058.94477876,2531145.8226599107,2531145.8226599107,2531145.8226599107,257615.59947288962,257615.59947288962,257615.59947288962,2273530.223187021,2273530.223187021,2273530.223187021,0.0,0.0,0.0,58731204.76743867
2024-03-03,56198746.05758593,49283257.25607976,67747175.23691045,56198746.05758593,56198746.05758593,2375290.2178700482,2375290.2178700482,2375290.2178700482,26329.720473143454,26329.720473143454,26329.720473143454,2348960.497396905,2348960.497396905,2348960.497396905,0.0,0.0,0.0,58574036.27545598
2024-03-04,56197433.17039311,48224960.589606926,66015124.04797517,56197433.17039311,56197433.17039311,1294114.2087050085,1294114.2087050085,1294114.2087050085,-1086491.7805205411,-1086491.7805205411,-1086491.7805205411,2380605.9892255496,2380605.9892255496,2380605.9892255496,0.0,0.0,0.0,57491547.37909812
2024-03-05,56196120.28320029,48826497.003369406,66925538.87619368,56196120.28320029,56196120.28320029,1509776.6476327064,1509776.6476327064,1509776.6476327064,-859143.5992375739,-859143.5992375739,-859143.5992375739,2368920.2468702802,2368920.2468702802,2368920.2468702802,0.0,0.0,0.0,57705896.93083299
2024-03-06,56194807.39600746,49504859.52538527,68249281.37514651,56194807.39600746,56194807.39600746,2887496.3627866716,2887496.3627866716,2887496.3627866716,572021.3035162374,572021.3035162374,572021.3035162374,2315475.0592704336,2315475.0592704336,2315475.0592704336,0.0,0.0,0.0,59082303.75879414
2024-03-07,56193494.50881464,49463330.05568124,68100121.58477366,56193494.50881464,56193494.50881464,2646225.238690171,2646225.238690171,2646225.238690171,423331.8324044692,423331.8324044692,423331.8324044692,2222893.4062857013,2222893.4062857013,2222893.4062857013,0.0,0.0,0.0,58839719.74750481
2024-03-08,56192181.62162181,49597419.506670535,68252338.08351965,56192181.62162181,56192181.62162181,2761091.369400091,2761091.369400091,2761091.369400091,666336.9238910237,666336.9238910237,666336.9238910237,2094754.4455090675,2094754.4455090675,2094754.4455090675,0.0,0.0,0.0,58953272.9910219
2024-03-09,56190868.73442899,48655199.334090166,67845874.03447303,56190868.73442899,56190868.73442899,2193089.1985568246,2193089.1985568246,2193089.1985568246,257615.5994720435,257615.5994720435,257615.5994720435,1935473.5990847808,1935473.5990847808,1935473.5990847808,0.0,0.0,0.0,58383957.93298581
2024-03-10,56189555.847236164,48734318.31534061,67401043.81470984,56189555.847236164,56189555.847236164,1776491.1885681537,1776491.1885681537,1776491.1885681537,26329.72047359915,26329.72047359915,26329.72047359915,1750161.4680945545,1750161.4680945545,1750161.4680945545,0.0,0.0,0.0,57966047.03580432
2024-03-11,56188242.96004334,47092641.72737671,65598917.54787664,56188242.96004334,56188242.96004334,457974.0737410159,457974.0737410159,457974.0737410159,-1086491.7805205293,-1086491.7805205293,-1086491.7805205293,1544465.854261545,1544465.854261545,1544465.854261545,0.0,0.0,0.0,56646217.03378436
2024-03-12,56186930.07285052,47961974.03981149,65717256.72279165,56186930.07285052,56186930.07285052,465257.9949600501,465257.9949600501,465257.9949600501,-859143.599235501,-859143.599235501,-859143.599235501,1324401.5941955512,1324401.5941955512,1324401.5941955512,0.0,0.0,0.0,56652188.067810565
2024-03-13,56185617.1856577,48712183.4787885,66643656.67180001,56185617.1856577,56185617.1856577,1668194.5027148544,1668194.5027148544,1668194.5027148544,572021.3035159399,572021.3035159399,572021.3035159399,1096173.1991989145,1096173.1991989145,1096173.1991989145,0.0,0.0,0.0,57853811.68837256
2024-03-14,56184304.29846487,48189084.62077912,66041697.48646904,56184304.29846487,56184304.29846487,1289327.2692472497,1289327.2692472497,1289327.2692472497,423331.83240418363,423331.83240418363,423331.83240418363,865995.4368430659,865995.4368430659,865995.4368430659,0.0,0.0,0.0,57473631.56771212
2024-03-15,56182991.41127205,48405161.246968836,66528205.372452095,56182991.41127205,56182991.41127205,1306253.9101484374,1306253.9101484374,1306253.9101484374,666336.9238911894,666336.9238911894,666336.9238911894,639916.9862572479,639916.9862572479,639916.9862572479,0.0,0.0,0.0,57489245.32142048
2024-03-16,56181678.524079226,47711289.22176736,65884588.4690001,56181678.524079226,56181678.524079226,681267.7482363981,681267.7482363981,681267.7482363981,257615.59947324518,257615.59947324518,257615.59947324518,423652.1487631529,423652.1487631529,423652.1487631529,0.0,0.0,0.0,56862946.27231562
2024-03-17,56180365.6368864,48224391.583597235,65933670.97123816,56180365.6368864,56180365.6368864,248755.02528518465,248755.02528518465,248755.02528518465,26329.72047091831,26329.72047091831,26329.72047091831,222425.30481426633,222425.30481426633,222425.30481426633,0.0,0.0,0.0,56429120.66217159
2024-03-18,56179052.74969358,46213518.359028116,64380220.79950731,56179052.74969358,56179052.74969358,-1045659.3939937801,-1045659.3939937801,-1045659.3939937801,-1086491.7805183234,-1086491.7805183234,-1086491.7805183234,40832.38652454326,40832.38652454326,40832.38652454326,0.0,0.0,0.0,55133393.3556998
2024-03-19,56177739.86250074,45915929.65407051,64228431.039066784,56177739.86250074,56177739.86250074,-976420.5034909842,-976420.5034909842,-976420.5034909842,-859143.5992351073,-859143.5992351073,-859143.5992351073,-117276.90425587687,-117276.90425587687,-117276.90425587687,0.0,0.0,0.0,55201319.35900976
2024-03-20,56176426.98857799,47607005.29019124,65957848.99717938,56176426.98857799,56176426.98857799,323128.2606017872,323128.2606017872,323128.2606017872,572021.3035156424,572021.3035156424,572021.3035156424,-248893.04291385523,-248893.04291385523,-248893.04291385523,0.0,0.0,0.0,56499555.24917978
2024-03-21,56175114.114655234,47354906.39218551,65667672.663308956,56175114.114655234,56175114.114655234,71417.40508128873,71417.40508128873,71417.40508128873,423331.8324044233,423331.8324044233,423331.8324044233,-351914.42732313456,-351914.42732313456,-351914.42732313456,0.0,0.0,0.0,56246531.51973652
2024-03-22,56173801.240732476,47287758.719922274,65701248.4488709,56173801.240732476,56173801.240732476,241149.58615551726,241149.58615551726,241149.58615551726,666336.9238910786,666336.9238910786,666336.9238910786,-425187.33773556125,-425187.33773556125,-425187.33773556125,0.0,0.0,0.0,56414950.826887995
2024-03-23,56172488.36680972,45913131.74309915,65203078.171369016,56172488.36680972,56172488.36680972,-210901.7489947657,-210901.7489947657,-210901.7489947657,257615.59947270376,257615.59947270376,257615.59947270376,-468517.34846746945,-468517.34846746945,-468517.34846746945,0.0,0.0,0.0,55961586.61781495
2024-03-24,56171175.49288697,46417184.53894273,64764180.00093687,56171175.49288697,56171175.49288697,-456322.5424870884,-456322.5424870884,-456322.5424870884,26329.720471374167,26329.720471374167,26329.720471374167,-482652.2629584626,-482652.2629584626,-482652.2629584626,0.0,0.0,0.0,55714852.95039988
2024-03-25,56169862.6189642,44800822.20006136,63061046.026382476,56169862.6189642,56169862.6189642,-1555729.2483494526,-1555729.2483494526,-1555729.2483494526,-1086491.7805183115,-1086491.7805183115,-1086491.7805183115,-469237.46783114097,-469237.46783114097,-469237.46783114097,0.0,0.0,0.0,54614133.37061475
2024-03-26,56168549.74504145,45810863.309575774,64460251.73765061,56168549.74504145,56168549.74504145,-1289888.9908092944,-1289888.9908092944,-1289888.9908092944,-859143.5992330345,-859143.5992330345,-859143.5992330345,-430745.39157625963,-430745.39157625963,-430745.39157625963,0.0,0.0,0.0,54878660.75423216
2024-03-27,56167236.871118695,47023439.45074437,65584940.60930784,56167236.871118695,56167236.871118695,201639.81649618593,201639.81649618593,201639.81649618593,572021.303516568,572021.303516568,572021.303516568,-370381.4870203822,-370381.4870203822,-370381.4870203822,0.0,0.0,0.0,56368876.68761488
2024-03-28,56165923.997195944,47209944.860474475,65348447.491395526,56165923.997195944,56165923.997195944,131362.019298511,131362.019298511,131362.019298511,423331.83240361226,423331.83240361226,423331.83240361226,-291969.81310510123,-291969.81310510123,-291969.81310510123,0.0,0.0,0.0,56297286.01649445
2024-03-29,56164611.12327318,47279246.142155714,65965325.66352663,56164611.12327318,56164611.12327318,466515.0713885199,466515.0713885199,466515.0713885199,666336.9238912318,666336.9238912318,666336.9238912318,-199821.85250271187,-199821.85250271187,-199821.85250271187,0.0,0.0,0.0,56631126.1946617
2024-03-30,56163298.24935043,47564998.76539248,65829388.9497703,56163298.24935043,56163298.24935043,159022.94771874213,159022.94771874213,159022.94771874213,257615.59947390543,257615.59947390543,257615.59947390543,-98592.65175516327,-98592.65175516327,-98592.65175516327,0.0,0.0,0.0,56322321.19706917
2024-03-31,56161985.37542767,46697237.55857594,65669384.82986422,56161985.37542767,56161985.37542767,33201.022500671635,33201.022500671635,33201.022500671635,26329.72047183,26329.72047183,26329.72047183,6871.302028841634,6871.302028841634,6871.302028841634,0.0,0.0,0.0,56195186.39792834
2024-04-01,56160672.50150492,45955029.49271252,64283161.67342298,56160672.50150492,56160672.50150492,-974803.9226249798,-974803.9226249798,-974803.9226249798,-1086491.7805201018,-1086491.7805201018,-1086491.7805201018,111687.85789512222,111687.85789512222,111687.85789512222,0.0,0.0,0.0,55185868.57887994
2024-04-02,56159359.627582155,46772516.88396608,65303472.08133263,56159359.627582155,56159359.627582155,-648049.6382552969,-648049.6382552969,-648049.6382552969,-859143.5992385934,-859143.5992385934,-859143.5992385934,211093.96098329654,211093.96098329654,211093.96098329654,0.0,0.0,0.0,55511309.98932686
2024-04-03,56158046.753659405,47764898.64920689,66812883.367042415,56158046.753659405,56158046.753659405,872616.1053647702,872616.1053647702,872616.1053647702,572021.3035127056,572021.3035127056,572021.3035127056,300594.8018520647,300594.8018520647,300594.8018520647,0.0,0.0,0.0,57030662.859024175
2024-04-04,56156733.87973665,47946363.589554116,66670922.771607265,56156733.87973665,56156733.87973665,799434.8032643095,799434.8032643095,799434.8032643095,423331.83240385196,423331.83240385196,423331.83240385196,376102.9708604576,376102.9708604576,376102.9708604576,0.0,0.0,0.0,56956168.68300096
2024-04-05,56155421.00581389,47813201.52969222,66320523.521685444,56155421.00581389,56155421.00581389,1100400.4927139233,1100400.4927139233,1100400.4927139233,666336.9238911208,666336.9238911208,666336.9238911208,434063.5688228026,434063.5688228026,434063.5688228026,0.0,0.0,0.0,57255821.49852781
2024-04-06,56154108.13189113,48561885.10911871,66249222.32303017,56154108.13189113,56154108.13189113,729177.2753763596,729177.2753763596,729177.2753763596,257615.59947305932,257615.59947305932,257615.59947305932,471561.6759033002,471561.6759033002,471561.6759033002,0.0,0.0,0.0,56883285.40726749
2024-04-07,56152795.25796838,47351429.841424115,66106048.26074213,56152795.25796838,56152795.25796838,512738.8532748901,512738.8532748901,512738.8532748901,26329.720470717326,26329.720470717326,26329.720470717326,486409.1328041728,486409.1328041728,486409.1328041728,0.0,0.0,0.0,56665534.11124327
2024-04-08,56151482.384045616,46160337.35581336,64936927.562233694,56151482.384045616,56151482.384045616,-609283.5557877166,-609283.5557877166,-609283.5557877166,-1086491.7805182878,-1086491.7805182878,-1086491.7805182878,477208.2247305711,477208.2247305711,477208.2247305711,0.0,0.0,0.0,55542198.828257896
2024-04-09,56150169.510122865,46493248.84646173,64753839.70204716,56150169.510122865,56150169.510122865,-415753.03886525054,-415753.03886525054,-415753.03886525054,-859143.5992381995,-859143.5992381995,-859143.5992381995,443390.56037294905,443390.56037294905,443390.56037294905,0.0,0.0,0.0,55734416.47125761
2024-04-10,56148856.636200115,47935959.63984236,66588059.06721852,56148856.636200115,56148856.636200115,957251.4877572185,957251.4877572185,957251.4877572185,572021.3035148549,572021.3035148549,572021.3035148549,385230.1842423638,385230.1842423638,385230.1842423638,0.0,0.0,0.0,57106108.123957336
2024-04-11,56147543.762277365,47405997.07582476,66504186.83038942,56147543.762277365,56147543.762277365,727162.5615054329,727162.5615054329,727162.5615054329,423331.83240409166,423331.83240409166,423331.83240409166,303830.72910134145,303830.72910134145,303830.72910134145,0.0,0.0,0.0,56874706.323782794
2024-04-12,56146230.883193456,47364140.702081464,66521408.22635721,56146230.883193456,56146230.883193456,867424.1073512136,867424.1073512136,867424.1073512136,666336.9238910099,666336.9238910099,666336.9238910099,201087.1834602037,201087.1834602037,201087.1834602037,0.0,0.0,0.0,57013654.99054467
2024-04-13,56144918.00410956,47640899.81392747,65332239.64015164,56144918.00410956,56144918.00410956,337239.19421333267,337239.19421333267,337239.19421333267,257615.59947323703,257615.59947323703,257615.59947323703,79623.5947400956,79623.5947400956,79623.5947400956,0.0,0.0,0.0,56482157.19832289
2024-04-14,56143605.12502567,46686627.64058638,65613596.07832706,56143605.12502567,56143605.12502567,-30961.54927776091,-30961.54927776091,-30961.54927776091,26329.720475334212,26329.720475334212,26329.720475334212,-57291.26975309512,-57291.26975309512,-57291.26975309512,0.0,0.0,0.0,56112643.57574791
2024-04-15,56142292.245941766,45053949.21098989,64103190.18255728,56142292.245941766,56142292.245941766,-1292339.4251308884,-1292339.4251308884,-1292339.4251308884,-1086491.780520078,-1086491.780520078,-1086491.780520078,-205847.64461081044,-205847.64461081044,-205847.64461081044,0.0,0.0,0.0,54849952.82081088
2024-04-16,56140979.36685787,46446288.052512445,64398092.1674347,56140979.36685787,56140979.36685787,-1220958.2556493408,-1220958.2556493408,-1220958.2556493408,-859143.5992378058,-859143.5992378058,-859143.5992378058,-361814.65641153493,-361814.65641153493,-361814.65641153493,0.0,0.0,0.0,54920021.11120853
2024-04-17,56139666.48777398,46303944.42374976,65230713.56297202,56139666.48777398,56139666.48777398,51348.59285552147,51348.59285552147,51348.59285552147,572021.3035145572,572021.3035145572,572021.3035145572,-520672.7106590358,-520672.7106590358,-520672.7106590358,0.0,0.0,0.0,56191015.0806295
2024-04-18,56138353.60869007,46879202.731918044,64304665.38060042,56138353.60869007,56138353.60869007,-254422.52511245018,-254422.52511245018,-254422.52511245018,423331.83240380604,423331.83240380604,423331.83240380604,-677754.3575162562,-677754.3575162562,-677754.3575162562,0.0,0.0,0.0,55883931.08357762
2024-04-19,56137040.729606174,46320021.7712063,64793460.84022816,56137040.729606174,56137040.729606174,-162052.4678028728,-162052.4678028728,-162052.4678028728,666336.9238911633,666336.9238911633,666336.9238911633,-828389.391694036,-828389.391694036,-828389.391694036,0.0,0.0,0.0,55974988.2618033
2024-04-20,56135727.85052227,47028361.7060719,65232780.73832221,56135727.85052227,56135727.85052227,-710434.2413680227,-710434.2413680227,-710434.2413680227,257615.59947341483,257615.59947341483,257615.59947341483,-968049.8408414376,-968049.8408414376,-968049.8408414376,0.0,0.0,0.0,55425293.60915425
2024-04-21,56134414.97143838,46241960.01747588,64510850.83598517,56134414.97143838,56134414.97143838,-1066160.8030646674,-1066160.8030646674,-1066160.8030646674,26329.72047265325,26329.72047265325,26329.72047265325,-1092490.5235373206,-1092490.5235373206,-1092490.5235373206,0.0,0.0,0.0,55068254.16837371
2024-04-22,56133102.092354484,45095952.709860794,63877209.67578843,56133102.092354484,56133102.092354484,-2284372.7914104383,-2284372.7914104383,-2284372.7914104383,-1086491.7805218683,-1086491.7805218683,-1086491.7805218683,-1197881.0108885698,-1197881.0108885698,-1197881.0108885698,0.0,0.0,0.0,53848729.300944045
2024-04-23,56131789.213270575,44845393.137595005,63348910.41410158,56131789.213270575,56131789.213270575,-2140068.698673392,-2140068.698673392,-2140068.698673392,-859143.5992357333,-859143.5992357333,-859143.5992357333,-1280925.099437659,-1280925.099437659,-1280925.099437659,0.0,0.0,0.0,53991720.514597185
2024-04-24,56130476.33418668,46044199.017426014,65364230.1125047,56130476.33418668,56130476.33418668,-766942.9853309938,-766942.9853309938,-766942.9853309938,572021.303515483,572021.303515483,572021.303515483,-1338964.2888464767,-1338964.2888464767,-1338964.2888464767,0.0,0.0,0.0,55363533.34885569
2024-04-25,56129163.45510278,46509295.673388556,63948180.27505287,56129163.45510278,56129163.45510278,-946730.4113301692,-946730.4113301692,-946730.4113301692,423331.8324049603,423331.8324049603,423331.8324049603,-1370062.2437351295,-1370062.2437351295,-1370062.2437351295,0.0,0.0,0.0,55182433.04377261
2024-04-26,56127850.576018885,46156669.024751574,64546707.86482183,56127850.576018885,56127850.576018885,-706730.866307717,-706730.866307717,-706730.866307717,666336.923891329,666336.923891329,666336.923891329,-1373067.790199046,-1373067.790199046,-1373067.790199046,0.0,0.0,0.0,55421119.709711164
2024-04-27,56126537.69693499,45120878.85231722,64120210.91016916,56126537.69693499,56126537.69693499,-1090039.0374478393,-1090039.0374478393,-1090039.0374478393,257615.59947359245,257615.59947359245,257615.59947359245,-1347654.6369214319,-1347654.6369214319,-1347654.6369214319,0.0,0.0,0.0,55036498.65948715
2024-04-28,56125224.81785108,45139016.81469182,64192815.69406481,56125224.81785108,56125224.81785108,-1268006.978752441,-1268006.978752441,-1268006.978752441,26329.72047310916,26329.72047310916,26329.72047310916,-1294336.69922555,-1294336.69922555,-1294336.69922555,0.0,0.0,0.0,54857217.83909864
2024-04-29,56123911.93876719,44406709.96203502,63527577.940443054,56123911.93876719,56123911.93876719,-2300950.4021966336,-2300950.4021966336,-2300950.4021966336,-1086491.7805178603,-1086491.7805178603,-1086491.7805178603,-1214458.6216787733,-1214458.6216787733,-1214458.6216787733,0.0,0.0,0.0,53822961.53657056
2024-04-30,56122599.059683286,45195340.139483534,64017109.78264664,56122599.059683286,56122599.059683286,-1969305.419138357,-1969305.419138357,-1969305.419138357,-859143.5992396128,-859143.5992396128,-859143.5992396128,-1110161.819898744,-1110161.819898744,-1110161.819898744,0.0,0.0,0.0,54153293.64054493
2024-05-01,56121286.18059939,46654437.53806832,65006231.634645455,56121286.18059939,56121286.18059939,-412305.77035879454,-412305.77035879454,-412305.77035879454,572021.3035164087,572021.3035164087,572021.3035164087,-984327.0738752033,-984327.0738752033,-984327.0738752033,0.0,0.0,0.0,55708980.4102406
2024-05-02,56119973.3015155,45768019.285345584,65742357.87902887,56119973.3015155,56119973.3015155,-417163.5505216642,-417163.5505216642,-417163.5505216642,423331.83240414935,423331.83240414935,423331.83240414935,-840495.3829258136,-840495.3829258136,-840495.3829258136,0.0,0.0,0.0,55702809.75099383
2024-05-03,56118660.422431596,46488888.129399896,65704183.26253572,56118660.422431596,56118660.422431596,-16432.492914570335,-16432.492914570335,-16432.492914570335,666336.9238909412,666336.9238909412,666336.9238909412,-682769.4168055116,-682769.4168055116,-682769.4168055116,0.0,0.0,0.0,56102227.92951702
2024-05-04,56117347.543347694,46187158.48605934,65029160.37415055,56117347.543347694,56117347.543347694,-258082.8513365064,-258082.8513365064,-258082.8513365064,257615.59947274637,257615.59947274637,257615.59947274637,-515698.45080925274,-515698.45080925274,-515698.45080925274,0.0,0.0,0.0,55859264.692011185
2024-05-05,56116034.66426379,46147815.933609344,64642023.81617528,56116034.66426379,56116034.66426379,-317820.41882518097,-317820.41882518097,-317820.41882518097,26329.72047199662,26329.72047199662,26329.72047199662,-344150.1392971776,-344150.1392971776,-344150.1392971776,0.0,0.0,0.0,55798214.24543861
2024-05-06,56114721.78518833,45520875.220182784,63877566.12777137,56114721.78518833,56114721.78518833,-1259664.629553489,-1259664.629553489,-1259664.629553489,-1086491.7805196506,-1086491.7805196506,-1086491.7805196506,-173172.8490338382,-173172.8490338382,-173172.8490338382,0.0,0.0,0.0,54855057.15563484
2024-05-07,56113408.90611287,46051419.37101388,64568549.03554726,56113408.90611287,56113408.90611287,-866996.1303168004,-866996.1303168004,-866996.1303168004,-859143.5992375399,-859143.5992375399,-859143.5992375399,-7852.531079260571,-7852.531079260571,-7852.531079260571,0.0,0.0,0.0,55246412.77579607
2024-05-08,56112096.02703742,47859073.645708255,66096662.44786791,56112096.02703742,56112096.02703742,718853.0525459858,718853.0525459858,718853.0525459858,572021.3035173345,572021.3035173345,572021.3035173345,146831.7490286511,146831.7490286511,146831.7490286511,0.0,0.0,0.0,56830949.07958341
2024-05-09,56110783.14796195,47614023.015955314,66205821.510193884,56110783.14796195,56110783.14796195,709481.3140851774,709481.3140851774,709481.3140851774,423331.832404389,423331.832404389,423331.832404389,286149.4816807884,286149.4816807884,286149.4816807884,0.0,0.0,0.0,56820264.46204713
2024-05-10,56109470.2688865,48111060.77404947,66004085.14686308,56109470.2688865,56109470.2688865,1072090.4650443848,1072090.4650443848,1072090.4650443848,666336.923891107,666336.923891107,666336.923891107,405753.54115327785,405753.54115327785,405753.54115327785,0.0,0.0,0.0,57181560.733930886
2024-05-11,56108157.38981104,47443237.793622285,65988965.42794955,56108157.38981104,56108157.38981104,759419.9413556948,759419.9413556948,759419.9413556948,257615.59947322888,257615.59947322888,257615.59947322888,501804.34188246593,501804.34188246593,501804.34188246593,0.0,0.0,0.0,56867577.33116674
2024-05-12,56106844.51073558,47317045.862201594,66342442.81007921,56106844.51073558,56106844.51073558,597409.5369825171,597409.5369825171,597409.5369825171,26329.720470884015,26329.720470884015,26329.720470884015,571079.816511633,571079.816511633,571079.816511633,0.0,0.0,0.0,56704254.04771809
2024-05-13,56105531.63166012,46502104.87172901,64676005.3294036,56105531.63166012,56105531.63166012,-475423.6500165775,-475423.6500165775,-475423.6500165775,-1086491.7805178363,-1086491.7805178363,-1086491.7805178363,611068.1305012589,611068.1305012589,611068.1305012589,0.0,0.0,0.0,55630107.98164354
2024-05-14,56104218.752584666,46473648.71040535,65813055.30676407,56104218.752584666,56104218.752584666,-239103.0439270527,-239103.0439270527,-239103.0439270527,-859143.5992388255,-859143.5992388255,-859143.5992388255,620040.5553117727,620040.5553117727,620040.5553117727,0.0,0.0,0.0,55865115.708657615
2024-05-15,56102905.8735092,48327197.375210635,66647368.36137067,56102905.8735092,56102905.8735092,1169123.8035081914,1169123.8035081914,1169123.8035081914,572021.3035170368,572021.3035170368,572021.3035170368,597102.4999911543,597102.4999911543,597102.4999911543,0.0,0.0,0.0,57272029.67701739
2024-05-16,56101592.99443374,47362980.98230543,66201576.876926124,56101592.99443374,56101592.99443374,965553.1646657869,965553.1646657869,965553.1646657869,423331.83240449266,423331.83240449266,423331.83240449266,542221.3322612942,542221.3322612942,542221.3322612942,0.0,0.0,0.0,57067146.15909953
2024-05-17,56100280.115358286,47809351.94436507,65533500.53230757,56100280.115358286,56100280.115358286,1122567.210147132,1122567.210147132,1122567.210147132,666336.9238912726,666336.9238912726,666336.9238912726,456230.28625585925,456230.28625585925,456230.28625585925,0.0,0.0,0.0,57222847.32550542
2024-05-18,56098967.23628282,47262554.74674239,65521176.61639197,56098967.23628282,56098967.23628282,598424.0350830859,598424.0350830859,598424.0350830859,257615.59947238266,257615.59947238266,257615.59947238266,340808.4356107032,340808.4356107032,340808.4356107032,0.0,0.0,0.0,56697391.2713659
